Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Distance
22.0,4.3,Cloudy,Jam,2,electric_scooter,1.0,0,Metropolitian,42,10.72107545767328
24.0,4.6,Windy,High,0,motorcycle,0.0,0,Metropolitian,25,5.959528012729838
30.0,5.0,Fog,Jam,0,motorcycle,3.0,1,Metropolitian,53,12.121042874304203
32.0,4.7,Sandstorms,Medium,1,scooter,1.0,0,Urban,34,4.668311380017864
35.0,4.8,Windy,Medium,1,scooter,1.0,0,Urban,21,12.248192718895394
21.0,4.9,Stormy,Medium,0,motorcycle,1.0,0,Metropolitian,20,10.892605713939538
21.0,4.6,Windy,Low,1,motorcycle,0.0,0,Urban,11,3.1485230102050625
21.0,5.0,Fog,Jam,2,scooter,1.0,0,Metropolitian,24,4.5328902282272905
28.0,4.6,Cloudy,Low,1,scooter,1.0,0,Urban,17,3.0439908025481865
30.0,4.5,Sunny,Medium,0,motorcycle,1.0,0,Metropolitian,28,17.156207313578374
29.566910587697237,4.6337736972250205,Stormy,Jam,1,motorcycle,1.0,0,Metropolitian,34,9.203474061595672
39.0,4.8,Sunny,Medium,1,scooter,1.0,0,Metropolitian,27,13.984189988395256
22.0,4.7,Sandstorms,Jam,1,motorcycle,1.0,0,Metropolitian,17,16.616904771267816
27.0,4.7,Fog,Jam,0,motorcycle,1.0,0,Metropolitian,35,13.80363055073349
31.0,4.0,Stormy,Jam,0,motorcycle,0.0,0,Metropolitian,38,14.004903667874714
32.0,4.6,Sunny,Jam,0,motorcycle,0.0,0,Metropolitian,30,14.004147433533245
28.0,5.0,Stormy,Jam,1,motorcycle,0.0,0,Metropolitian,25,9.32376149959592
20.0,4.8,Sandstorms,Jam,2,scooter,0.0,0,Metropolitian,19,12.307185089005204
21.0,4.0,Sandstorms,Low,0,motorcycle,0.0,0,Metropolitian,21,2.999539717999311
23.0,4.9,Sandstorms,Low,2,electric_scooter,0.0,0,Urban,19,12.174967749905647
35.0,4.9,Fog,Medium,2,electric_scooter,0.0,0,Metropolitian,18,4.474272842869625
25.0,5.0,Windy,Jam,1,scooter,1.0,0,Urban,29,9.188690754043192
39.0,4.0,Fog,Jam,2,scooter,2.0,0,Metropolitian,42,12.47796153447694
24.0,4.7,Fog,Low,1,motorcycle,0.0,0,Urban,17,1.5338096755479778
20.0,4.6,Windy,Medium,0,motorcycle,0.0,0,Metropolitian,21,11.019829276905222
20.0,4.8,Stormy,Medium,0,motorcycle,1.0,0,Semi-Urban,25,10.877804725796889
31.0,4.6,Stormy,Medium,0,motorcycle,1.0,0,Metropolitian,30,12.449064473475028
29.0,4.6,Cloudy,Low,0,motorcycle,0.0,0,Urban,16,3.077010750836013
21.0,4.7,Cloudy,Jam,1,scooter,0.0,0,Metropolitian,30,10.877347289234148
26.0,4.5,Sunny,High,2,electric_scooter,0.0,0,Urban,12,6.153437131619569
24.0,5.0,Stormy,Medium,2,motorcycle,1.0,0,Metropolitian,23,7.654815437038791
39.0,4.3,Cloudy,High,2,scooter,0.0,0,Metropolitian,36,6.297045828591113
24.0,4.9,Sunny,High,1,motorcycle,0.0,0,Metropolitian,11,6.056404961028163
27.0,4.8,Cloudy,Low,0,motorcycle,1.0,0,Metropolitian,24,1.4939298055043957
37.0,4.9,Cloudy,Jam,1,motorcycle,1.0,0,Metropolitian,43,19.904833875816102
28.0,4.7,Fog,Medium,0,motorcycle,1.0,0,Metropolitian,30,11.930874018290524
30.0,4.6,Sandstorms,Low,1,scooter,1.0,0,Metropolitian,22,3.108775367837123
36.0,4.7,Windy,Medium,0,motorcycle,1.0,0,Metropolitian,30,10.439149773381311
23.0,4.7,Stormy,Jam,1,motorcycle,1.0,0,Metropolitian,26,7.55509242675452
35.0,4.7,Fog,Medium,1,scooter,1.0,0,Urban,15,5.965132999905249
22.0,4.8,Cloudy,Low,0,motorcycle,0.0,0,Metropolitian,23,3.029421056380322
28.0,4.8,Windy,Jam,1,scooter,1.0,0,Metropolitian,24,9.336972798638444
36.0,4.4,Stormy,Medium,0,motorcycle,1.0,0,Metropolitian,37,10.439606298939026
23.0,4.9,Cloudy,Medium,0,motorcycle,0.0,0,Metropolitian,22,6.15382711619562
39.0,4.8,Sunny,Low,2,motorcycle,1.0,0,Semi-Urban,27,14.060113798516744
32.0,4.6,Cloudy,Jam,0,motorcycle,1.0,0,Metropolitian,48,12.43335565927192
21.0,4.6,Cloudy,Low,0,motorcycle,1.0,0,Metropolitian,20,4.662975455202895
29.0,4.9,Windy,Low,1,motorcycle,1.0,0,Metropolitian,17,4.4739376427810384
30.0,4.2,Cloudy,Jam,2,scooter,2.0,0,Metropolitian,49,12.477577449087532
21.0,4.6,Stormy,Medium,1,scooter,1.0,0,Metropolitian,24,5.965814512976753
34.0,4.9,Sunny,Medium,1,motorcycle,1.0,0,Metropolitian,26,12.08732248946166
32.0,4.6,Sunny,Jam,0,motorcycle,1.0,0,Metropolitian,28,7.668936956863407
23.0,4.7,Stormy,Medium,1,motorcycle,1.0,0,Urban,22,6.088122764904438
21.0,4.1,Sandstorms,Low,0,motorcycle,0.0,0,Metropolitian,27,4.565976213503004
23.0,3.1,Sunny,Low,2,scooter,1.0,0,Metropolitian,44,13.428382032643215
37.0,5.0,Cloudy,Low,0,motorcycle,1.0,0,Metropolitian,23,1.556210060234963
39.0,4.2,Windy,Medium,1,motorcycle,1.0,0,Metropolitian,34,13.777217913174704
21.0,4.9,Sandstorms,Jam,0,motorcycle,1.0,0,Metropolitian,19,7.668119914639869
29.0,4.6,Fog,Jam,1,scooter,1.0,0,Metropolitian,30,4.565914353267233
37.0,4.7,Windy,Medium,0,motorcycle,1.0,0,Metropolitian,34,9.085358747391377
30.0,4.2,Cloudy,Jam,2,motorcycle,2.0,0,Metropolitian,41,11.019829276905222
33.0,4.5,Windy,Medium,1,scooter,0.0,0,Metropolitian,28,4.687062355494908
33.0,3.2,Sunny,Low,0,motorcycle,1.0,0,Metropolitian,33,17.18485055020693
27.0,4.4,Windy,Jam,0,motorcycle,1.0,0,Metropolitian,37,20.203081942986834
38.0,4.4,Fog,Medium,2,scooter,2.0,0,Metropolitian,39,10.87702196887989
28.0,4.8,Fog,Medium,0,motorcycle,1.0,1,Metropolitian,43,12.27115575922626
22.0,4.9,Fog,Medium,1,motorcycle,0.0,0,Metropolitian,38,19.63913567343352
26.0,5.0,Cloudy,Medium,0,motorcycle,1.0,0,Metropolitian,32,13.844965664146256
24.0,4.8,Sandstorms,Jam,1,scooter,1.0,0,Metropolitian,21,10.441310029431072
25.0,4.5,Fog,Medium,2,scooter,1.0,0,Metropolitian,26,12.17579148074669
23.0,4.5,Sandstorms,Jam,1,scooter,0.0,0,Metropolitian,18,4.535394570954316
21.0,4.7,Sandstorms,Low,2,scooter,0.0,0,Metropolitian,15,16.65350097287797
33.0,4.9,Fog,Jam,0,motorcycle,0.0,0,Metropolitian,33,9.0659543978775
31.0,4.7,Sandstorms,Low,2,scooter,0.0,0,Metropolitian,28,4.661979603106139
33.0,4.6,Fog,Jam,0,motorcycle,1.0,0,Metropolitian,28,9.337075455991792
25.0,4.6,Cloudy,Low,2,scooter,0.7446345675136238,0,Metropolitian,18,4.4741042563418345
27.0,4.9,Stormy,Low,2,scooter,0.0,0,Metropolitian,12,3.1195522701127727
22.0,5.0,Sandstorms,Jam,2,motorcycle,1.0,0,Metropolitian,23,9.132128257966448
26.0,4.8,Cloudy,Jam,0,motorcycle,1.0,0,Metropolitian,43,12.434397083801963
25.0,5.0,Windy,Medium,1,motorcycle,0.0,0,Metropolitian,27,9.323249637150512
38.0,4.0,Sunny,Medium,0,motorcycle,1.0,0,Metropolitian,39,11.91613039090319
30.0,4.5,Stormy,Medium,1,motorcycle,1.0,0,Metropolitian,29,10.72498167551226
29.566910587697237,4.6337736972250205,Sunny,Low,1,motorcycle,1.0,0,Metropolitian,17,5997.083566180499
27.0,4.8,Sandstorms,Medium,2,scooter,0.0,0,Metropolitian,28,10.290451050325816
23.0,4.4,Fog,Medium,2,scooter,1.0,0,Metropolitian,34,13.627110750548942
37.0,4.8,Sunny,Jam,2,scooter,1.0,0,Metropolitian,21,12.09252547094314
39.0,4.4,Windy,Medium,0,motorcycle,2.0,0,Metropolitian,32,10.574484646557051
36.0,4.6,Cloudy,Low,2,scooter,1.0,0,Metropolitian,28,14.037363415472951
27.0,4.9,Fog,Jam,2,scooter,1.0,0,Urban,31,9.230681490614591
24.0,4.8,Sandstorms,Medium,2,scooter,0.0,0,Metropolitian,22,4.473322013873355
31.0,4.5,Cloudy,Jam,0,motorcycle,3.0,0,Metropolitian,51,19.994874777582545
35.0,4.7,Cloudy,Medium,1,scooter,1.0,0,Metropolitian,19,6.123692561486626
22.0,5.0,Fog,Jam,0,motorcycle,2.0,0,Metropolitian,37,20.465390994413752
20.0,4.7,Cloudy,Jam,0,motorcycle,1.0,1,Metropolitian,47,19.71002676596872
29.566910587697237,4.6337736972250205,Cloudy,Jam,1,scooter,1.0,0,Metropolitian,40,13.804781791840078
30.0,4.3,Stormy,Low,0,motorcycle,1.0,0,Metropolitian,30,3.108503175606088
29.0,5.0,Windy,Low,1,motorcycle,1.0,0,Urban,12,20.27600512163228
26.0,4.7,Sunny,Jam,2,scooter,0.0,0,Metropolitian,10,12.086817447684249
25.0,4.6,Sandstorms,Jam,1,motorcycle,1.0,0,Metropolitian,14,4.474262657724788
26.0,4.1,Sandstorms,Low,0,motorcycle,1.0,0,Metropolitian,19,4.5440554073647865
37.0,4.8,Fog,High,1,scooter,1.0,0,Metropolitian,29,3.077010750836013
25.0,4.0,Stormy,Low,0,motorcycle,1.0,0,Metropolitian,16,1.5117527749613244
26.0,4.9,Windy,Jam,1,scooter,0.0,0,Metropolitian,21,12.250168454978382
28.0,4.4,Windy,Low,0,motorcycle,0.7446345675136238,0,Metropolitian,16,1.531479786745779
22.0,4.6,Cloudy,Medium,1,scooter,1.0,0,Urban,27,10.266338615758698
31.0,4.3,Sandstorms,Jam,0,motorcycle,0.0,0,Metropolitian,44,10.576871211865411
24.0,4.5,Cloudy,Jam,1,motorcycle,1.0,0,Metropolitian,30,13.98711107281539
21.0,4.9,Windy,Jam,2,electric_scooter,1.0,0,Metropolitian,14,7.7807924675486415
25.0,4.0,Windy,Low,0,motorcycle,0.7446345675136238,0,Metropolitian,15,2.982873607198128
31.0,4.9,Sunny,Jam,0,motorcycle,0.0,0,Metropolitian,28,4.662772435814008
23.0,4.7,Windy,Low,1,scooter,0.0,0,Urban,14,16.619286233874092
29.566910587697237,4.6337736972250205,Fog,Low,1,scooter,0.0,0,Metropolitian,18,1.4940340435362651
33.0,4.0,Fog,Medium,1,motorcycle,2.0,0,Metropolitian,43,11.932852566330304
38.0,4.1,Windy,Jam,1,motorcycle,1.0,0,Metropolitian,35,17.11717504538527
29.566910587697237,4.6337736972250205,Sunny,Low,3,bicycle,1.0,0,Metropolitian,26,16587.399662318385
37.0,4.5,Sunny,Jam,1,scooter,1.0,0,Urban,17,4.565771469440852
20.0,4.5,Windy,Medium,1,scooter,1.0,0,Metropolitian,18,13.804097428120244
28.0,4.5,Sandstorms,Medium,2,scooter,1.0,0,Metropolitian,28,19.70997245454215
20.0,4.9,Windy,Jam,1,motorcycle,0.0,0,Metropolitian,21,19.71019830552896
30.0,4.1,Windy,Jam,1,motorcycle,1.0,0,Metropolitian,35,19.90171326013051
37.0,4.8,Sunny,Jam,0,motorcycle,1.0,0,Metropolitian,25,7.692292685228865
26.0,4.9,Stormy,Low,2,scooter,0.0,0,Metropolitian,16,4.594166773737216
27.0,5.0,Fog,High,0,motorcycle,0.0,0,Metropolitian,24,6.224655719087422
24.0,4.9,Windy,Low,0,motorcycle,1.0,0,Metropolitian,21,17.116782998525576
23.0,4.7,Stormy,Low,1,scooter,0.0,0,Urban,18,19.91236850015994
36.0,4.9,Sunny,Low,2,electric_scooter,1.0,0,Metropolitian,19,3.1485230102050625
39.0,4.7,Cloudy,Low,0,motorcycle,1.0,0,Metropolitian,22,1.5541228364114088
37.0,4.7,Cloudy,High,2,scooter,0.0,0,Metropolitian,32,6.044162782607267
21.0,4.8,Cloudy,Medium,0,motorcycle,0.0,0,Metropolitian,32,13.696622781742144
29.0,4.5,Stormy,Low,0,motorcycle,1.0,0,Metropolitian,21,13.645879899753202
27.0,4.6,Stormy,High,1,motorcycle,1.0,0,Metropolitian,20,6.239028086650394
37.0,4.4,Sandstorms,Medium,1,motorcycle,1.0,0,Metropolitian,31,9.230580597809247
23.0,4.8,Sandstorms,Low,1,scooter,0.7446345675136238,0,Metropolitian,18,1.5341010622227411
33.0,4.7,Sandstorms,Low,2,electric_scooter,0.0,0,Metropolitian,25,10.892905949373992
24.0,4.2,Fog,Medium,2,scooter,1.0,0,Metropolitian,31,13.98535723709006
20.0,4.6,Stormy,Medium,2,scooter,0.0,0,Metropolitian,17,19.937853329866112
36.0,4.8,Cloudy,Medium,2,electric_scooter,2.0,0,Metropolitian,44,12.270479324118604
28.0,4.9,Windy,High,2,scooter,0.0,0,Metropolitian,26,3.023678616872036
23.0,4.7,Windy,Medium,2,motorcycle,1.0,0,Metropolitian,27,10.918272088347411
23.0,5.0,Windy,Low,2,electric_scooter,0.0,0,Urban,12,10.768202200126751
36.0,4.8,Stormy,Low,1,motorcycle,1.0,0,Urban,15,14.168350776534814
21.0,4.6,Fog,Low,2,scooter,0.0,0,Urban,11,1.5540068081314782
22.0,4.6,Stormy,Medium,0,motorcycle,0.0,0,Metropolitian,21,9.32465381716947
33.0,4.9,Stormy,Low,1,scooter,1.0,0,Metropolitian,29,7.692183277006516
30.0,4.6,Windy,Low,2,scooter,1.0,0,Metropolitian,21,3.076799115742622
25.0,4.6,Stormy,Medium,0,motorcycle,1.0,0,Metropolitian,25,20.20008309177787
20.0,5.0,Fog,Jam,1,scooter,1.0,0,Metropolitian,41,13.598226864465836
33.0,3.9,Sandstorms,Jam,1,scooter,1.0,0,Metropolitian,43,13.750475015566746
31.0,4.6,Fog,Low,1,motorcycle,1.0,0,Metropolitian,19,4.5346230372914
36.0,4.7,Sunny,Jam,1,motorcycle,1.0,0,Metropolitian,20,8.800018358466753
36.0,5.0,Fog,Low,1,scooter,1.0,0,Metropolitian,27,13.625779224899542
37.0,4.1,Stormy,High,0,motorcycle,2.0,0,Metropolitian,43,6.217442277370336
22.0,4.6,Windy,Low,1,motorcycle,1.0,0,Metropolitian,19,4.668782324665273
24.0,5.0,Fog,Jam,1,motorcycle,1.0,0,Metropolitian,32,9.230681490614591
38.0,4.3,Windy,High,1,motorcycle,1.0,0,Metropolitian,33,6.112170052086753
35.0,4.3,Sandstorms,Medium,0,motorcycle,2.0,0,Metropolitian,49,16.92147322905995
37.0,4.1,Cloudy,Medium,2,scooter,2.0,0,Metropolitian,44,10.57664067009279
29.0,4.9,Fog,Low,1,motorcycle,0.7446345675136238,0,Urban,26,13.443174796754354
31.0,4.8,Fog,Low,2,scooter,1.0,0,Metropolitian,15,3.1085220683429617
29.0,4.6,Stormy,Medium,0,motorcycle,0.0,0,Metropolitian,26,10.717230883074382
29.0,4.4,Stormy,High,0,motorcycle,1.0,0,Metropolitian,38,6.297045828591113
37.0,4.1,Cloudy,High,2,electric_scooter,1.0,0,Urban,36,3.0771493944811
27.0,4.7,Sunny,Jam,1,scooter,0.0,0,Metropolitian,16,10.606533730084957
27.0,4.0,Windy,Low,0,motorcycle,1.0,0,Metropolitian,28,9.231013049420504
37.0,4.8,Fog,Jam,0,motorcycle,1.0,0,Metropolitian,40,11.929699555364188
30.0,4.5,Sunny,Low,0,motorcycle,0.7446345675136238,0,Metropolitian,27,3.1485230102050625
37.0,3.7,Stormy,Medium,1,scooter,1.0,0,Metropolitian,36,16.866406896659417
23.0,4.8,Cloudy,Low,0,motorcycle,1.0,0,Metropolitian,22,20.228622316602
29.566910587697237,4.6337736972250205,Sunny,Low,3,scooter,1.0,0,Metropolitian,14,13.987492920343948
25.0,4.5,Windy,Medium,1,scooter,1.0,0,Metropolitian,26,9.358399479690236
37.0,4.1,Sandstorms,Jam,1,motorcycle,1.0,0,Metropolitian,34,11.019829276905222
27.0,4.9,Windy,Medium,0,motorcycle,0.0,0,Semi-Urban,14,9.44556826333905
24.0,4.8,Stormy,Low,1,scooter,0.0,0,Urban,11,1.522019343658543
37.0,4.9,Sandstorms,Jam,1,scooter,1.0,0,Urban,26,16.74092196316392
27.0,4.8,Fog,Medium,0,motorcycle,0.0,1,Metropolitian,42,13.697077379899609
33.0,4.9,Sandstorms,Low,2,electric_scooter,1.0,0,Semi-Urban,23,17.316871412977665
32.0,4.6,Sunny,Medium,1,motorcycle,1.0,0,Urban,24,16.65515932960213
26.0,4.5,Sandstorms,Medium,2,electric_scooter,1.0,0,Metropolitian,21,20.203433554132552
37.0,4.9,Sunny,Jam,1,scooter,0.7446345675136238,0,Metropolitian,19,10.893387563608378
20.0,4.9,Fog,Low,0,motorcycle,1.0,0,Metropolitian,23,5899.371242768678
32.0,5.0,Sandstorms,Low,2,motorcycle,1.0,0,Metropolitian,15,14.038639809435027
38.0,4.5,Sunny,Jam,1,motorcycle,1.0,0,Semi-Urban,17,4.543394386492595
26.0,4.9,Sandstorms,Medium,2,scooter,1.0,0,Metropolitian,26,13.845248955330652
39.0,4.8,Cloudy,Low,2,electric_scooter,1.0,0,Urban,15,1.5164585294815225
23.0,4.8,Windy,Jam,0,motorcycle,1.0,0,Metropolitian,23,9.3251420449094
32.0,4.6,Windy,Low,1,scooter,1.0,0,Metropolitian,29,17.156765872036953
37.0,4.5,Windy,Low,1,scooter,1.0,0,Semi-Urban,24,3.028383529048604
29.0,4.6,Fog,Jam,0,motorcycle,1.0,0,Metropolitian,43,20.2010648415276
20.0,4.9,Windy,Medium,2,motorcycle,1.0,0,Metropolitian,26,10.576871211865411
21.0,5.0,Cloudy,Medium,2,scooter,1.0,0,Urban,35,10.576737055022344
33.0,4.9,Fog,High,0,motorcycle,1.0,0,Metropolitian,27,3.1485230102050625
21.0,4.1,Stormy,Low,0,motorcycle,0.0,0,Metropolitian,19,3.1485230102050625
30.0,3.5,Sandstorms,Jam,2,electric_scooter,1.0,0,Metropolitian,39,12.120553504552028
29.0,4.7,Cloudy,Jam,0,motorcycle,0.0,0,Metropolitian,21,7.769878022670568
24.0,4.9,Fog,Medium,2,scooter,1.0,0,Metropolitian,35,20.227989200356223
38.0,4.2,Fog,High,0,motorcycle,2.0,0,Metropolitian,34,6.224692070730183
39.0,4.7,Sandstorms,Medium,2,electric_scooter,1.0,0,Metropolitian,24,12.11199312409179
35.0,4.4,Stormy,High,1,scooter,1.0,0,Metropolitian,31,1.514353819735823
38.0,3.7,Sandstorms,Jam,1,scooter,1.0,0,Metropolitian,44,13.988494741147909
38.0,4.3,Sandstorms,Jam,2,motorcycle,1.0,0,Metropolitian,32,7.668999595591386
36.0,4.7,Cloudy,Low,2,electric_scooter,1.0,0,Metropolitian,19,4.5662352285259376
24.0,5.0,Windy,Jam,1,scooter,1.0,0,Metropolitian,23,9.203194678090677
24.0,4.7,Windy,Jam,2,scooter,1.0,0,Metropolitian,25,10.9184157624103
32.0,4.9,Sunny,Jam,1,scooter,1.0,0,Urban,16,20.227989200356223
21.0,5.0,Sandstorms,Jam,1,scooter,0.0,0,Metropolitian,27,17.095170194102497
21.0,4.9,Sunny,Low,1,motorcycle,1.0,0,Urban,23,4.5328902282272905
22.0,4.9,Fog,Medium,0,motorcycle,0.0,0,Urban,34,19.905097850442047
28.0,4.9,Sandstorms,Low,2,motorcycle,0.0,0,Metropolitian,12,4.5328902282272905
24.0,4.5,Cloudy,Low,1,scooter,1.0,0,Metropolitian,24,11.019829276905222
27.0,4.4,Windy,Low,0,motorcycle,1.0,0,Metropolitian,22,3.067994786363948
22.0,4.9,Windy,Jam,0,motorcycle,0.0,0,Urban,29,4.668768686644661
29.0,4.8,Sandstorms,Jam,2,scooter,1.0,0,Urban,13,4.542529128585128
25.0,4.6,Fog,Low,2,scooter,1.0,0,Metropolitian,25,12.30707698508011
21.0,4.5,Sandstorms,Jam,1,scooter,1.0,0,Urban,15,10.6527429375437
34.0,4.9,Stormy,Low,1,motorcycle,1.0,0,Metropolitian,28,1.5110987273873786
23.0,4.8,Fog,Jam,2,scooter,0.0,0,Metropolitian,32,19.7824554208795
32.0,4.6,Fog,Low,0,motorcycle,1.0,0,Urban,24,3.0440062293578585
21.0,4.2,Stormy,Medium,0,motorcycle,1.0,0,Metropolitian,31,20.23000081917434
31.0,4.7,Stormy,Low,1,motorcycle,1.0,0,Metropolitian,25,7.570810634437757
37.0,4.9,Windy,Jam,2,scooter,0.0,0,Metropolitian,28,13.803996316627922
34.0,4.3,Windy,Jam,2,motorcycle,1.0,0,Metropolitian,33,12.478024212890888
38.0,4.9,Stormy,High,1,scooter,0.0,0,Metropolitian,33,3.1485230102050625
20.0,5.0,Windy,Medium,1,motorcycle,1.0,0,Metropolitian,26,7.81191228515207
36.0,4.6,Windy,Low,2,scooter,1.0,0,Semi-Urban,27,6754.315411245462
27.0,4.6,Windy,Medium,1,scooter,1.0,0,Metropolitian,25,12.594090122629622
37.0,4.6,Cloudy,Jam,2,scooter,1.0,1,Metropolitian,47,14.168350776534814
32.0,4.8,Cloudy,Jam,0,motorcycle,1.0,0,Metropolitian,28,4.469716168288024
29.0,4.8,Stormy,Medium,2,electric_scooter,1.0,0,Metropolitian,25,14.038639809435027
33.0,4.8,Fog,Low,1,motorcycle,1.0,0,Urban,19,9.097922244515484
29.566910587697237,4.6337736972250205,Sunny,Low,3,motorcycle,1.0,0,Metropolitian,45,17187.58301213053
34.0,4.5,Windy,Low,1,motorcycle,1.0,0,Semi-Urban,20,1.4918112532590673
30.0,4.5,Windy,Medium,2,electric_scooter,1.0,0,Metropolitian,31,16.92026103432265
28.0,4.6,Sandstorms,Jam,2,scooter,1.0,0,Urban,23,20.275300728927647
20.0,4.7,Stormy,Jam,0,motorcycle,1.0,0,Urban,30,4.615445400186918
29.566910587697237,4.6337736972250205,Sunny,Low,3,electric_scooter,0.0,0,Metropolitian,11,10.879293180290611
36.0,4.5,Windy,Jam,2,scooter,1.0,0,Metropolitian,25,7.656683864760247
20.0,4.8,Stormy,High,1,scooter,1.0,0,Metropolitian,20,1.5142640684833617
27.0,4.6,Cloudy,Jam,2,scooter,2.0,1,Metropolitian,42,19.93814257453276
35.0,5.0,Windy,Low,2,scooter,0.0,0,Urban,23,1.533936697802808
29.566910587697237,4.6337736972250205,Fog,Jam,0,motorcycle,1.0,0,Metropolitian,43,16.870758013111253
25.0,4.9,Cloudy,Medium,0,motorcycle,1.0,0,Urban,32,10.879078337965469
31.0,5.0,Sandstorms,High,2,scooter,1.0,0,Metropolitian,30,6.065482173867955
25.0,4.8,Sandstorms,Low,2,scooter,1.0,0,Metropolitian,15,4.722784455364153
26.0,4.6,Stormy,Medium,1,motorcycle,1.0,0,Metropolitian,26,6.135234773806964
30.0,4.6,Sunny,High,2,scooter,0.0,0,Metropolitian,16,5.86686946780931
34.0,4.5,Sunny,Medium,0,motorcycle,0.0,0,Metropolitian,27,7.55455900721659
23.0,4.8,Fog,Medium,2,electric_scooter,1.0,0,Metropolitian,16,7.457154548584151
31.0,4.7,Sandstorms,Low,1,motorcycle,0.0,0,Urban,28,17.09546687408939
27.0,4.5,Fog,Low,2,scooter,1.0,0,Metropolitian,20,13.69754967076119
39.0,4.6,Fog,Low,0,motorcycle,1.0,0,Metropolitian,23,8.997946991553727
29.0,4.9,Windy,Medium,0,motorcycle,1.0,0,Metropolitian,30,14.060356847233844
25.0,4.8,Stormy,Low,1,motorcycle,1.0,0,Metropolitian,14,4.662464538831006
20.0,4.6,Sunny,Medium,1,motorcycle,0.7446345675136238,0,Urban,18,14.004955481671528
32.0,4.8,Sunny,High,0,motorcycle,1.0,0,Metropolitian,27,6.056481276578622
22.0,4.8,Cloudy,Low,0,motorcycle,1.0,0,Metropolitian,24,1.5543872894858566
38.0,4.8,Stormy,Low,2,motorcycle,1.0,0,Metropolitian,26,13.751034249106482
22.0,4.5,Windy,Jam,0,motorcycle,0.0,0,Metropolitian,25,10.918048024584769
20.0,4.6,Stormy,Medium,2,motorcycle,1.0,0,Metropolitian,21,16.92026103432265
31.0,4.8,Windy,Low,2,scooter,1.0,0,Metropolitian,20,3.0616417967261014
39.0,3.7,Fog,Low,2,electric_scooter,1.0,0,Urban,32,19.99709985120474
20.0,4.8,Stormy,Medium,2,electric_scooter,1.0,0,Metropolitian,26,12.11340367058058
25.0,5.0,Sunny,Jam,1,motorcycle,1.0,0,Metropolitian,17,13.627297133681884
27.0,4.6,Windy,Low,0,motorcycle,1.0,0,Urban,19,16.430286681638187
30.0,4.8,Sunny,Low,2,scooter,0.0,0,Metropolitian,22,16.65369408204936
29.0,4.7,Stormy,Medium,2,scooter,1.0,0,Metropolitian,15,13.801846829386266
29.566910587697237,4.6337736972250205,Stormy,Low,2,electric_scooter,1.0,0,Metropolitian,19,3.1485230102050625
23.0,4.5,Fog,High,0,motorcycle,0.0,0,Metropolitian,22,1.514353819735823
22.0,4.6,Sunny,Low,0,motorcycle,1.0,0,Metropolitian,11,3.076940975587565
29.0,4.9,Stormy,Jam,1,motorcycle,1.0,0,Metropolitian,16,20.2012046058664
39.0,5.0,Sandstorms,High,1,motorcycle,1.0,0,Metropolitian,26,1.5309779776556938
25.0,4.7,Fog,Jam,0,motorcycle,1.0,0,Urban,25,9.188222658311568
27.0,4.2,Stormy,High,0,motorcycle,1.0,0,Metropolitian,36,1.5385526559334208
24.0,4.8,Windy,High,1,scooter,0.0,0,Urban,18,5.866866400218321
37.0,4.7,Sunny,Low,2,scooter,0.0,0,Metropolitian,17,9.131443641130296
35.0,4.8,Stormy,Low,0,motorcycle,1.0,0,Metropolitian,23,19.646498683818816
34.0,5.0,Sandstorms,Medium,1,motorcycle,1.0,0,Urban,22,10.918272088347411
21.0,4.8,Cloudy,Low,2,scooter,1.0,0,Metropolitian,29,17.316871412977665
38.0,4.8,Cloudy,Jam,1,scooter,1.0,0,Metropolitian,31,9.23096580193728
23.0,4.9,Windy,Low,1,motorcycle,0.0,0,Metropolitian,17,3.107967117006748
39.0,4.9,Fog,Medium,1,motorcycle,0.0,0,Metropolitian,19,9.325211420898556
22.0,4.6,Stormy,Low,1,scooter,1.0,0,Metropolitian,11,9.336850366778137
33.0,4.9,Cloudy,Low,2,motorcycle,0.0,0,Metropolitian,18,3.1196658958132897
27.0,4.9,Sunny,Medium,0,motorcycle,1.0,0,Urban,20,4.662276736994983
26.0,4.6,Windy,Medium,2,motorcycle,0.0,0,Semi-Urban,26,6.127663753201605
33.0,4.9,Sandstorms,Jam,2,scooter,1.0,0,Urban,27,12.270479324118604
39.0,4.0,Sandstorms,Jam,1,scooter,1.0,0,Metropolitian,32,7.81179555426236
37.0,4.3,Cloudy,Jam,0,motorcycle,0.0,0,Metropolitian,31,4.593428598393554
25.0,4.6,Cloudy,Jam,2,scooter,1.0,0,Metropolitian,35,10.91802266713261
20.0,4.7,Sunny,High,1,scooter,0.0,0,Metropolitian,17,3.0439908025481865
29.0,4.7,Windy,Jam,2,scooter,0.0,0,Metropolitian,26,9.44556826333905
37.0,3.6,Sandstorms,Medium,2,scooter,0.0,0,Metropolitian,33,20.52973022068387
22.0,3.3,Sunny,Low,2,electric_scooter,2.0,0,Metropolitian,32,13.987232989513169
24.0,4.6,Stormy,High,2,electric_scooter,1.0,0,Metropolitian,17,1.47037894104571
24.0,4.7,Windy,Medium,2,motorcycle,1.0,0,Metropolitian,24,12.12062960791101
31.0,3.6,Fog,Low,1,motorcycle,0.0,0,Metropolitian,36,14.037156902204238
